"","ROOT","MAIN.GENOME","DOMAIN","KINGDOM","SUPER.PHYLUM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES"
"OTU_2091","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Actinobacteria"," Actinomycetales"," Actinomycetaceae","Unclassified_Actinomycetaceae","Unclassified_Actinomycetaceae"
"OTU_2094","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Hydrogenedentes superphylum"," Hydrogenedentes"," Hydrogenedentia"," Hydrogenedentiales"," Hydrogenedensaceae","Unclassified_Hydrogenedensaceae","Unclassified_Hydrogenedensaceae"
"OTU_2095","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Clostridia"," Peptostreptococcales-Tissierellales"," Family XI"," Peptoniphilus","Unclassified_Peptoniphilus"
"OTU_2096","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Anaerolineae"," Ardenticatenales","Unclassified_Ardenticatenales","Unclassified_Ardenticatenales","Unclassified_Ardenticatenales"
"OTU_2097","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Bacteroidales"," Bacteroidetes vadinHA17","Unclassified_Bacteroidetes vadinHA17","Unclassified_Bacteroidetes vadinHA17"
"OTU_2098","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," KD4-96","Unclassified_KD4-96","Unclassified_KD4-96","Unclassified_KD4-96","Unclassified_KD4-96"
"OTU_2099","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Planctomycetales","Unclassified_Planctomycetales","Unclassified_Planctomycetales","Unclassified_Planctomycetales"
"OTU_21","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Acidimicrobiia"," Actinomarinales","Unclassified_Actinomarinales","Unclassified_Actinomarinales","Unclassified_Actinomarinales"
"OTU_210","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)"
"OTU_2100","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Clostridia"," Peptostreptococcales-Tissierellales"," Fusibacteraceae"," Fusibacter","Unclassified_Fusibacter"
"OTU_2101","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Desulfobacterota","Unclassified_Desulfobacterota","Unclassified_Desulfobacterota","Unclassified_Desulfobacterota","Unclassified_Desulfobacterota","Unclassified_Desulfobacterota"
"OTU_2102","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia"
"OTU_2103","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," CCM11a","Unclassified_CCM11a","Unclassified_CCM11a","Unclassified_CCM11a"
"OTU_2104","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," Phycisphaerales"," Phycisphaeraceae"," Urania-1B-19 marine sediment group","Unclassified_Urania-1B-19 marine sediment group"
"OTU_2105","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," CCM11a","Unclassified_CCM11a","Unclassified_CCM11a","Unclassified_CCM11a"
"OTU_2106","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," Phycisphaerales","Unclassified_Phycisphaerales","Unclassified_Phycisphaerales","Unclassified_Phycisphaerales"
"OTU_2107","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Omnitrophia"," Omnitrophales"," Omnitrophaceae","Unclassified_Omnitrophaceae","Unclassified_Omnitrophaceae"
"OTU_2108","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Kordiimonadales"," Kordiimonadaceae"," Kordiimonas","Unclassified_Kordiimonas"
"OTU_2109","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Defluviicoccales","Unclassified_Defluviicoccales","Unclassified_Defluviicoccales","Unclassified_Defluviicoccales"
"OTU_211","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139"
"OTU_2110","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Anaerolineae"," Anaerolineales"," Anaerolineaceae"," Longilinea","Unclassified_Longilinea"
"OTU_2111","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Gemmatales"," Gemmataceae","Unclassified_Gemmataceae","Unclassified_Gemmataceae"
"OTU_2112","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Xanthomonadales"," Rhodanobacteraceae"," Ahniella","Unclassified_Ahniella"
"OTU_2113","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Thaumarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae","Unclassified_Nitrosopumilaceae","Unclassified_Nitrosopumilaceae"
"OTU_2114","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Steroidobacterales","Unclassified_Steroidobacterales","Unclassified_Steroidobacterales","Unclassified_Steroidobacterales"
"OTU_2115","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Actinobacteria"," Actinomycetales"," Actinomycetaceae"," Mobiluncus","Unclassified_Mobiluncus"
"OTU_2116","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia"
"OTU_2117","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Moorellia"," Calderihabitantales"," Calderihabitantaceae","Unclassified_Calderihabitantaceae","Unclassified_Calderihabitantaceae"
"OTU_2118","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Flavobacteriaceae"," Muricauda","Unclassified_Muricauda"
"OTU_2119","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Pirellulales"," Pirellulaceae"," Pir4 lineage","Unclassified_Pir4 lineage"
"OTU_2120","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Paracaedibacterales"," Paracaedibacteraceae","Unclassified_Paracaedibacteraceae","Unclassified_Paracaedibacteraceae"
"OTU_2121","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," vadinHA49","Unclassified_vadinHA49","Unclassified_vadinHA49","Unclassified_vadinHA49","Unclassified_vadinHA49"
"OTU_2122","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia"
"OTU_2123","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Pla3 lineage","Unclassified_Pla3 lineage","Unclassified_Pla3 lineage","Unclassified_Pla3 lineage","Unclassified_Pla3 lineage"
"OTU_2124","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Bathyarchaeota","Unclassified_Bathyarchaeota","Unclassified_Bathyarchaeota","Unclassified_Bathyarchaeota","Unclassified_Bathyarchaeota","Unclassified_Bathyarchaeota"
"OTU_2125","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Brocadiae"," SM23-32","Unclassified_SM23-32","Unclassified_SM23-32","Unclassified_SM23-32"
"OTU_2126","root"," Main genome"," Bacteria"," Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)"
"OTU_2127","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Aerophobota superphylum"," Aerophobota"," Aerophobia"," Aerophobales","Unclassified_Aerophobales","Unclassified_Aerophobales","Unclassified_Aerophobales"
"OTU_2128","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Chlamydiae"," LD1-PA32","Unclassified_LD1-PA32","Unclassified_LD1-PA32","Unclassified_LD1-PA32"
"OTU_2129","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Actinobacteria"," Micrococcales"," Micrococcaceae","Unclassified_Micrococcaceae","Unclassified_Micrococcaceae"
"OTU_213","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," C86","Unclassified_C86","Unclassified_C86","Unclassified_C86"
"OTU_2130","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae","Unclassified_Phycisphaerae","Unclassified_Phycisphaerae","Unclassified_Phycisphaerae","Unclassified_Phycisphaerae"
"OTU_2131","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_2132","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota"
"OTU_2133","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Isosphaerales"," Isosphaeraceae"," Tundrisphaera","Unclassified_Tundrisphaera"
"OTU_2134","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Steroidobacterales"," Steroidobacteraceae","Unclassified_Steroidobacteraceae","Unclassified_Steroidobacteraceae"
"OTU_2135","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Cytophagales"," Hymenobacteraceae"," Adhaeribacter","Unclassified_Adhaeribacter"
"OTU_2136","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Omnitrophia"," Omnitrophales"," Omnitrophaceae"," Candidatus Omnitrophus","Unclassified_Candidatus Omnitrophus"
"OTU_2137","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," vadinHA49","Unclassified_vadinHA49","Unclassified_vadinHA49","Unclassified_vadinHA49","Unclassified_vadinHA49"
"OTU_2138","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Parcubacteria"," Candidatus Yanofskybacteria","Unclassified_Candidatus Yanofskybacteria","Unclassified_Candidatus Yanofskybacteria","Unclassified_Candidatus Yanofskybacteria","Unclassified_Candidatus Yanofskybacteria"
"OTU_2139","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Pseudomonadales"," Spongiibacteraceae"," BD1-7 clade","Unclassified_BD1-7 clade"
"OTU_214","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139"
"OTU_2140","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria"
"OTU_2141","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Actinobacteria"," PeM15","Unclassified_PeM15","Unclassified_PeM15","Unclassified_PeM15"
"OTU_2142","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Acidobacteriae"," Paludibaculum order incertae sedis"," Paludibaculum family incertae sedis"," Paludibaculum","Unclassified_Paludibaculum"
"OTU_2143","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Methylococcales","Unclassified_Methylococcales","Unclassified_Methylococcales","Unclassified_Methylococcales"
"OTU_2144","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Schleiferiaceae"," Schleiferia","Unclassified_Schleiferia"
"OTU_2145","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_2146","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Myxococcota"," Polyangia"," Nannocystales"," Nannocystaceae"," Nannocystis","Unclassified_Nannocystis"
"OTU_2147","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Planctomycetales","Unclassified_Planctomycetales","Unclassified_Planctomycetales","Unclassified_Planctomycetales"
"OTU_2148","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," S085","Unclassified_S085","Unclassified_S085","Unclassified_S085"
"OTU_2149","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Planctomycetales","Unclassified_Planctomycetales","Unclassified_Planctomycetales","Unclassified_Planctomycetales"
"OTU_215","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139"
"OTU_2150","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Parcubacteria"," Candidatus Spechtbacteria","Unclassified_Candidatus Spechtbacteria","Unclassified_Candidatus Spechtbacteria","Unclassified_Candidatus Spechtbacteria","Unclassified_Candidatus Spechtbacteria"
"OTU_2151","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_2152","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," EC3","Unclassified_EC3","Unclassified_EC3","Unclassified_EC3"
"OTU_2153","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Clostridia"," Clostridiales"," Clostridiaceae"," Clostridium sensu stricto 12","Unclassified_Clostridium sensu stricto 12"
"OTU_2154","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," Tepidisphaerales"," WD2101 soil group","Unclassified_WD2101 soil group","Unclassified_WD2101 soil group"
"OTU_2155","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_2156","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," Phycisphaerales"," Phycisphaeraceae"," AKYG587","Unclassified_AKYG587"
"OTU_2157","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Kiritimatiellae"," WCHB1-41","Unclassified_WCHB1-41","Unclassified_WCHB1-41","Unclassified_WCHB1-41"
"OTU_2158","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Bdellovibrionota"," Bdellovibrionia"," Bacteriovoracales"," Bacteriovoracaceae","Unclassified_Bacteriovoracaceae","Unclassified_Bacteriovoracaceae"
"OTU_2159","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Brocadiae"," Brocadiales"," Brocadiaceae"," Candidatus Brocadia","Unclassified_Candidatus Brocadia"
"OTU_216","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Pseudomonadales"," Halomonadaceae"," Halomonas","Unclassified_Halomonas"
"OTU_2160","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia"
"OTU_2161","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Acidobacteriae"," Bryobacterales"," Bryobacteraceae"," Bryobacter","Unclassified_Bryobacter"
"OTU_2162","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Cyanobacteria"," Cyanobacteriia"," Eurycoccales"," Eurycoccales Incertae Sedis","Unclassified_Eurycoccales Incertae Sedis","Unclassified_Eurycoccales Incertae Sedis"
"OTU_2163","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia","Unclassified_Bacteroidia","Unclassified_Bacteroidia","Unclassified_Bacteroidia","Unclassified_Bacteroidia"
"OTU_2164","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," MSBL5","Unclassified_MSBL5","Unclassified_MSBL5","Unclassified_MSBL5"
